Name, Region, Type, Ownership, Location, Services, NHIS accredited
PAT'S MATERNITY HOME,Greater Accra Region,Maternity Home,rivate,KATAPOR ROAD,Antenatal  Post-natal,yes
PEACE BE CONSULTANCY CLINIC,Greater Accra Region,Clinic,rivate,ASHALEY BOTWE,General,yes
PEDIATOKOPE HEALTH CENTRE,Greater Accra Region,Health Centre,overnment,ADA FOAH,General,yes
PELBEN PHARMACY,Greater Accra Region,Pharmacy,rivate,NEAR LEKWA HOSPITAL,Pharmacy,yes
PENIEL MEDILAB LTD,Greater Accra Region,Laboratory,rivate,MAMPROBI ABODWE,Laboratory,yes
PENTECOST HOSPITAL MADINA,,Primary Hospital,ission,MADINA ESTATE  BOX GP 20790  ACCRA,General,yes
PILLS & TABS PHARMACY,Greater Accra Region,Pharmacy,rivate,TETTEH QUARSHIE-LEGON RD,Pharmacy,yes
POKUASE CHPS,Greater Accra Region,CHPS Compound,overnment,POKUASE AREA COUNCIL BUILDING,General,yes
POLICE HOSPITAL,Greater Accra Region,Secondary Hospital,overnment,CANTONMENTS NEAR DANQAUH CIRCLE,General,yes
PORT MEDICAL CENTRE,Greater Accra Region,Primary Hospital,rivate,OBEDEKA ST. SITE 18 C1 TEMA,General,yes
PPAG FAMILY HEALTH CLINIC,,Clinic,rivate,NASIA ROAD LATERBIOKORSHIE  PPAG BOX AN 5756,General,yes
PRAMPRAM HEALTH CENTER,Greater Accra Region,Health Centre,overnment,PRAMPRAM,General,yes
PRECILAB COMPANY LIMITED,,Laboratory,rivate,C17/13 ASAFOATSE MANKATA STR  KOTOBABI  BOX 4734,Laboratory,yes
PREMIER POINT CHEMISTS,,Pharmacy,rivate,JOSIAH TONGOGARA  BOX CT 4833 CANTONMENT ACCRA,Pharmacy,yes
PRIMA HEALTH SERVICES,Greater Accra Region,Clinic,rivate,67 NUNGUA LINK SPINTEX ROAD,General,yes
PRIME PHARMACY,Greater Accra Region,Pharmacy,rivate,COMMUNITY 2 NEAR TEMA POLYClinic,Pharmacy,yes
PRIMROSE PHARMACY,Greater Accra Region,Pharmacy,rivate,H/NO.F 845/1  FIRST ST. RINGWAY EST.OSU AR,Pharmacy,yes
PRINCE OF PEACE MAT HOME,Greater Accra Region,Maternity Home,rivate,NO. 4 NEW FADAMA ST,Antenatal  Post-natal,yes
PRINCESS MARIE LOUISE HOSPITAL,Greater Accra Region,Primary Hospital,rivate,DERBY AVENUE ACCRA,General,yes
PRO LIFE PHARMACY,Greater Accra Region,Pharmacy,rivate,TESHIE-TWIBLEOO  NEAR MARKET,Pharmacy,yes
QUEENS MEDICAL CENTRE,Greater Accra Region,Clinic,rivate,10 ROYAL CASTLE LINK KOKOMLEMLE,General,yes
RABEN RICH MATERNITY HOME & CLINIC,Greater Accra Region,Maternity Home,rivate,OTSHAHELE STREET,Antenatal  Post-natal,yes
RABITO CLINIC,Greater Accra Region,Clinic,rivate,OXFORD ST OSU. BEHIND KOALA SHOPPING MALL,General,yes
RAPHAL MEDICAL CENTER,Greater Accra Region,Clinic,rivate,TEMA,General,yes
REHOBOTH MATERNITY HOME,Greater Accra Region,Maternity Home,rivate,DARKUMAN NYAMEKYE MAIN ROAD,Antenatal  Post-natal,yes
RESOLVE,Greater Accra Region,secondary hospital,rivate,Spintex Road  Baatsonaa,general services  scan  antenatal  pharmacy  pediatrics  surgery ,no
RIDGE REGIONAL HOSPITAL,Greater Accra Region,Secondary Hospital,overnment,CASTLE ROAD OPP VALCO TRUST HOUSE,General,yes
RINGWAY CHEMIST LTD,Greater Accra Region,Pharmacy,rivate,NORTH LINK RINGWAY EST,Pharmacy,yes
ROBERT MARTIN CHILDREN CLINIC,Greater Accra Region,Clinic,rivate,BAATSONA,General,yes
ROBESTA CHEMISTS LTD,Greater Accra Region,Pharmacy,rivate,OBLOGO RD. ZONGO JUNCTION,Pharmacy,yes
ROKAAP PHARMACY,Greater Accra Region,Pharmacy,rivate,H/NO 484/16 DANSOMAN HIGH STREET,Pharmacy,yes
ROMART PHARMACY,Greater Accra Region,Pharmacy,rivate,H/NO B22/15 MATAHEKO,Pharmacy,yes
ROPHI HEALTH CENTER,Greater Accra Region,Clinic,rivate,BAATSONA SPINTEX ROAD,General,yes
ROPHI PHARMACY LTD,Greater Accra Region,Pharmacy,rivate,ALAJO,Pharmacy,yes
ROYAL CHARISMA PHARMACY,Greater Accra Region,Pharmacy,rivate,DOME PILLAR 2 XTIAN VILLAGE RD,Pharmacy,yes
ROYAL GOOD SHEPHERD MEDICAL CENTRE,,Primary Hospital,rivate,NEW WEIJA(GICEL ESTATE) BOX WJ 430 NEW WEIJA,General,yes
ROYAL MMR HOSPITAL,Greater Accra Region,secondary hospital,rivate,Accra,General services  antenatal  pharmacy  laboratory  pediatrics  surgery  dental  eye services,yes
ROYAL STAR CLINIC & DIAGNOSTIC CENTRE,Greater Accra Region,Clinic,rivate,OPPOSITE KOTOBAABI POLICW STATION,General,yes
RUHR PHARMA DIAGNOSTIC LTD,Greater Accra Region,Diagnostic Centre,rivate,JOMO ST SOUTH LA ESTATE,Diagnostic,yes
RUHR PHARMA DIAGNOSTIC LTD,Greater Accra Region,Laboratory,rivate,JOMO ST SOUTH LA ESTATE,Laboratory,yes
S D A HOSPITAL,Greater Accra Region,Clinic,ission,NEW  GBAWE,General,yes
S STAR UTRASOUND SCAN,Greater Accra Region,Clinic,rivate,ACCRA-NSAWAM ROAD,General,yes
SAFEWAY CHEMIST,Greater Accra Region,Pharmacy,rivate,1ST KAAJAANO SOUTH LA,Pharmacy,yes
SAMALLA CLINIC LTD.,Greater Accra Region,clinic,rivate,New Gbawe,general services  scan  antenatal  pharmacy  laboratory  pediatrics  surgery,no
SAMSAM COMMUNITY CLINIC,Greater Accra Region,Health Centre,overnment,SAMSAM,General,yes
SAVE THE NATION SIGHT,Greater Accra Region,EYE Clinic,rivate,NII TORGBOR ST EAST LEGON EXT,Eye care,yes
SECOND BRIDGE CLINIC,,Clinic,rivate,KANESHIE-ODORKOR ROAD  BOX 13669  ACCRA,General,yes
SEFAM CLINIC,Greater Accra Region,Clinic,rivate,3RD DAFFODIL NO. 13,General,yes
SEGE HEALTH CENTRE,Greater Accra Region,Health Centre,overnment,SEGE,General,yes
SEGED CHEMISTS LIMITED,Greater Accra Region,pharmacy,rivate,Haatso-Ecomog Road,general services  pharmacy,no
SENES PHARMACY,Greater Accra Region,Pharmacy,rivate,COMMUNITY 21/22 JUNCTION MICHEL CAMP ROAD,Pharmacy,yes
SEPTAL CHEMIST,Greater Accra Region,Pharmacy,rivate,OPP KOTOBABI/ MAAMOBI POLYClinic,Pharmacy,yes
SEPTAL CHEMIST LTD (ABEKA),Greater Accra Region,Pharmacy,rivate,NEAR ABEKA MARKET OPP FRAGA OIL,Pharmacy,yes
SH. AZURE LICENSED CHEMICAL SHOP,,Chemical Shop,rivate,NEAR JEHOVAH KINGDOM HALL  C.O MOH BOX M44  ACCRA,Pharmacy,yes
SHALOM MEDICAL SERVICES,Greater Accra Region,Primary Hospital,rivate,MANGO STREET SAKUMONO,General,yes
SHARE DENTAL CLINIC,Greater Accra Region,clinic,rivate,Tesano  Abeka Junction two buildings away from Peace FM,,no
SHEKINAH PHARMACY,,Pharmacy,rivate,OWO JUNCTION  P. O. BOX 11310  COMM.11 TEMA,Pharmacy,yes
SIGHT FOR AFRICA CLINIC,Greater Accra Region,Clinic,rivate,DARKUKOKORPE,General,yes
SIGHT FOR AFRICA GHANA,Greater Accra Region,EYE Clinic,rivate,DARKUMAN KOKOMPE,Eye care,yes
SIMART PHARMACY,Greater Accra Region,pharmacy,rivate,Ashaiman,general services     pharmacy      ,no
SKY DIAGNOSTIC CENTER,Greater Accra Region,Laboratory,rivate,AKATSI ABOR TAXI STATION/ AGBOGBA,Laboratory,yes
SMART DIAGNOSTICS AND ULTRASOUND TRAINING CENTRE,Greater Accra Region,diagnostic centre,rivate,Accra/Awutu Bawjiase/Agona kwanyako,general services  scan  ECG services  laboratory ,no
SOS CHILDRENS VILLAGE CLINIC,Greater Accra Region,Clinic,rivate,COMMUNITY 6 TEMA,General,yes
ST ANDREWS CATHOLIC CLINIC,Greater Accra Region,Clinic,ission,KORDIABE,General,yes
ST ANDREWS CLINIC,Greater Accra Region,Clinic,rivate,ROMAN RIDGE,General,yes
ST FLORENCE CLINIC,Greater Accra Region,Clinic,rivate,ASHAIMAN,General,yes
ST GLORIAS CLINIC,Greater Accra Region,Clinic,rivate,NO. 14 OBO KWASHIE ST. DANSOMAN,General,yes
ST MINAS CLINIC,Greater Accra Region,Clinic,rivate,ZONE II LEBANON,General,yes
ST MINAS CLINIC LEBANON,,Clinic,rivate,LEBANON ZONE II  BOX C.O 1460,General,yes
ST MOSES CLINIC,Greater Accra Region,Clinic,rivate,OFF NSAWAM-ACCRA RD OPP FRAGA OIL POKUASI,General,yes
STANDARD MEDICAL LABORATORY,Greater Accra Region,Laboratory,rivate,OSEKUMAN STREET,Laboratory,yes
SUKE PHARMACY,Greater Accra Region,Pharmacy,rivate,EDOUARDO MOHOLAMA ST LATEBIOKOSHIE,Pharmacy,yes
SULEMANA MEMORIAL HOSPITAL,,Clinic,rivate,MAIN WALE ROAD  MAAMOBI  BOX KB 415  KORLE - BU,General,yes
SWAN CLINIC AND MEDICAL LABORATORY,Greater Accra Region,Clinic,rivate,AKO ADJEI BUS STOP. OSU/LA,General,yes
SWAN CLINIC AND MEDICAL LABORATORY LTD,Greater Accra Region,Clinic,rivate,RITZ JUNCTION,General,yes
SYRENE HEALTH SERVICES,Greater Accra Region,Pharmacy,rivate,CROMER ROAD NEAR P.M.L,Pharmacy,yes
TEMA GENERAL HOSPITAL,Greater Accra Region,Secondary Hospital,overnment,COMMUNITY 9,General,yes
TEMA OIL REFINERY CLINIC,,Clinic,rivate,HEAVY INDUSTRIAL AREA  BOX 599 TOR,General,yes
TEMA POLYCLINIC,Greater Accra Region,POLYClinic,overnment,COMMUNITY 2,General,yes
TESHIE COMMUNITY CLINIC,Greater Accra Region,Health Centre,overnment,LEDZOKUKU-KROWOR HEALTH DIRECTORATE,General,yes
THE COMMUNITY HOSPITAL NEW ASHONGMAN,Greater Accra Region,primary hospital,rivate,MUSUKU-ASHONGMAN EST RD,General,yes
THE DIAGNOSTIC CENTRE,Greater Accra Region,diagnostic centre,rivate,Few Mtres away from Emmanuel Eye Clinic. East Legon,general services  scan ECG services  pharmacy laboratory     ,yes
THE ROCK HOSPITAL,Greater Accra Region,Primary Hospital,rivate,59 NII KOJO ARMAH ST ODORKOR,General,yes
THE TRUST CLINIC ADENTA,,Clinic,rivate,ADENTA SHOPING MALL  P.O. BOX M.149,General,yes
THE TRUST CLINIC SAKUMONO,,Clinic,rivate,SSNIT HOUSING ESTATES  SAKUMONO  P.O BOX M.149,General,yes
THE TRUST CLINIC TEMA,,Clinic,rivate,SSNIT OFFICE BUILDING  COM.2 TEMA  P.O.BOX C713  TEMA,General,yes
THERESA MATERNITY AND CHILD HEALTH CLINIC,Greater Accra Region,maternity home,rivate,B97/10 ORGLE ROAD,General services  scan  ECG services  antenatal  laboratory  pediatrics,yes
TIETZ MEDICAL LABORATORY,Greater Accra Region,Laboratory,rivate,DORTHEA,Laboratory,yes
TOP HILL PHARMACY,Greater Accra Region,Pharmacy,rivate,KATE FORSON,Pharmacy,yes
TUDU PHARMACY,Greater Accra Region,Pharmacy,rivate,KOJO THOMPSON ROAD,Pharmacy,yes
ULTIMA MEDICAL LABORATORY,Greater Accra Region,Laboratory,rivate,NIMA HIGHWAY/ ALASKA BUSTOP,Laboratory,yes
UNICOM CHEMIST LTD,Greater Accra Region,Pharmacy,rivate,HOPS CLOSE DANSOMAN ROUNDABOUT,Pharmacy,yes
UNICOM CHEMIST LTD,Greater Accra Region,Pharmacy,rivate,DANSOMAN CONTROL,Pharmacy,yes
UNICOM CHEMIST LTD (1),Greater Accra Region,Pharmacy,rivate,WINNEBA ROAD MALLAM ODORKOR HIGHWAY,Pharmacy,yes
UNILEVER CLINIC,Greater Accra Region,Clinic,rivate,PUBLISHING ROAD LIGHT INDUSTRIAL AREA,General,yes
UNIVERSAL CHEMIST LTD,Greater Accra Region,Pharmacy,rivate,KOJO THOMPSON RD RAMIA HOUSE,Pharmacy,yes
UNIVERSITY HOSPITAL LEGON,Greater Accra Region,primary hospital,overnment,EAST LEGON,General,yes
URBAN AID HEALTH CENTRE,Greater Accra Region,Health Centre,ission,MAAMOBI BEHIND ACCRA GIRLS SCH,General,yes
URGENT CARE HOSPITAL,Greater Accra Region,primary hospital,rivate,ACHIMOTA,General services  scan  antenatal  pharmacy  laboratory,yes
USSHER POLYCLINIC,Greater Accra Region,POLYClinic,overnment,BUKOM,General,yes
VALCO HOSPITAL,Greater Accra Region,Primary Hospital,overnment,SMELTER SITE HEAVY INDUSTRIAL AREA,General,yes
VALLEY VIEW UNIVERSITY CLINIC,Greater Accra Region,Clinic,rivate,MILE 19 ACCRA-DODOWA RD OYIBI,General,yes
VEBS MEDICAL CENTRE,,Clinic,rivate,NO.5  2ND ATIAKPER LINK  OFF. SPINTEX RD  BATSONA,General,yes
VICDORIS PHARMACY LIMITED,,Pharmacy,rivate,71 RING ROAD Central  BOX AN15088.ACCRA-NORTH,Pharmacy,yes
VICMAG PHARMACY,Greater Accra Region,Pharmacy,rivate,H/NO. C302A ASHAIMAN,Pharmacy,yes
VICMAG PHARMACY,,Pharmacy,rivate,38 FERTILIZER ROAD TESHIE  BOX 475  ASHAIMAN,Pharmacy,yes
VICOM HOSPITAL,Greater Accra Region,Primary Hospital,rivate,SAHARA,General,yes
VISION HOSPITAL,Greater Accra Region,clinic,rivate,East Oyarifa  Street H  off Aburi and Dodowa Road,general services  antenatal pharmacy laboratory pediatrics surgery   ,no
VOICE OF THE LORD MATERNITY AND CLINIC,Greater Accra Region,Maternity Home,rivate,ZONGO LAKA ROAD,Antenatal  Post-natal,yes
VOICE OF THE LORD MATERNITY HOME AND CLINIC,,Maternity,ission,ZONGO LAKA  BOX 398  ASHAIMAN,Antenatal  Post-natal,yes
VRA HOSPITAL ACCRA,Greater Accra Region,Primary Hospital,overnment,F226/2  LOKKO ROAD OSU,General,yes
WELLNESS LABORATORY LIMITED,,Laboratory,rivate,FEW HOUSES AWAY FROM UDS GUEST HOUSE  NEAR POLICE HDQTRS  BOX 3368,Laboratory,yes
WENCOL PHARMACY,Greater Accra Region,Primary Hospital,rivate,MAAMOBI-NIMA HIGHWAY,General,yes
WEST POINT CHEMIST,Greater Accra Region,Pharmacy,rivate,11 GUGGISBERG AVENUE OPP KORLEBU POLICE STATION,Pharmacy,yes
WEST POINT PHARMACY,Greater Accra Region,Pharmacy,rivate,PLOT 3 OUTER RING RD WEST KORLE GONNO EST,Pharmacy,yes
WHITE TOWER PHARMACY,Greater Accra Region,Pharmacy,rivate,CHATFIELD AVE ADABRAKA,Pharmacy,yes
YAKOS CHEMIST,,Pharmacy,rivate,ENGEN FILLIN STATION ABURI RD OYARIFA  BOX 588 STC ACCRA,Pharmacy,yes
YIVIS PHARMACEUTICALS LTD.,Greater Accra Region,pharmacy,rivate,Accra,general services     pharmacy      ,no
ZELOO MEDICAL LABORATORY,,Laboratory,rivate,AMANFROM Health Centre  BOX KS 225 KASOA,Laboratory,yes
A A SADIQUE CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,GAMBAGA,Pharmacy,yes
A K MENSAH CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,BUNKPURUGU,Pharmacy,yes
ABDALLAH ZAKARIA (SOCHI) CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,NYANKPALA,Pharmacy,yes
ABDALLAH ZAKARIA (STAR) CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,NYANKPALA,Pharmacy,yes
ABDUL RAZAK ISSIFU CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,TAMALE,Pharmacy,yes
ABUDU YAHUZA LICENSED CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,CANTEEN- DAMANGO  C/O BOX 82 DAMANGO,Pharmacy,yes
ABUKARI YUSSIF CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,ZABZUGU,Pharmacy,yes
ACHUBUNYOR CHPS,Northern Region,CHPS Compound,overnment,ACHUBUNYOR  BOX 7 DAMONGO,General,yes
ACHUBUNYOR CHPS COMPOUND,Northern Region,CHPS Compound,overnment,DAMONGO,General,yes
ADAMS IBN ABUBAKAR LIC. CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,SAVELUGU,Pharmacy,yes
ADAMS IBRAHIM CHEMICALS,Northern Region,Chemical Shop,rivate,BIMBILLA,Pharmacy,yes
ADIBO HEALTH CENTRE,Northern Region,Health Centre,overnment,YENDI- TAMALE ROAD,General,yes
AHMED EWURA CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,TINGA,Pharmacy,yes
ALHAJI MUTARU ZIBLIM CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,ZABZUGU,Pharmacy,yes
ALHASSAN MOHAMMED CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,BOLE JUNCTION  C/O EDWARD KIPO BOX 14,Pharmacy,yes
ALHASSAN YUSSIF LICENSED CHEMICAL STORE,Northern Region,Chemical Shop,rivate,BOLGA ROAD OPP MEET ME THERE,Pharmacy,yes
ALIMATU C. SEIDU LICENSE CHEMICALS,Northern Region,Chemical Shop,rivate,MPAHA,Pharmacy,yes
AMADU S SHAIBU CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,NYANKPALA,Pharmacy,yes
AMIDU TAHIRU CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,WALEWALE,Pharmacy,yes
ANTHONY DAHAMANI NGABA CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,GBINTIRI,Pharmacy,yes
APPIAH NYANTAKYI CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,SAVELUGU,Pharmacy,yes
ARKAA CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,WALEWALE,Pharmacy,yes
AS-SALAM MATERNITY HOME,Northern Region,Maternity Home,rivate,TAMALE,Antenatal  Post-natal,yes
AYAMBA INITIATIVES,Northern Region,Clinic SCAN,rivate,HSE NO. BY OO26 NEAR ADB BUIPE  BOX KP 96 KINTAMPO,General  Scan,yes
BABA A FUSEINI CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,SAVELUGU,Pharmacy,yes
BAGABAGA CHPS ZONE,Northern Region,CHPS Compound,overnment,EDUCATION RIDGE,General,yes
BAMBOI HEALTH CENTER,Northern Region,Health Centre,overnment,BOLE,General,yes
BANDA NKWANTA CHPS ZONE,Northern Region,CHPS Compound,overnment,BOLE,General,yes
BAPTIST MEDICAL CENTRE,Northern Region,Primary Hospital,ission,NALERIGU,General,yes
BIL  LABORATORY,Northern Region,Laboratory,rivate,TAMALE,Laboratory,yes
BILPIELA HEALTH CENTRE,Northern Region,Health Centre,overnment,BILPIELA,General,yes
BIMBAGU CHPS ZONE,Northern Region,CHPS Compound,overnment,BIMBAGU,General,yes
BIMBILLA HOSPITAL,Northern Region,Primary Hospital,overnment,BIMBILLA,General,yes
BINCHERATANGA HEALTH CENTRE,Northern Region,Health Centre,overnment,BINCHERATANGA,General,yes
BINDE SUB CHPS ZONE,Northern Region,CHPS Compound,overnment,YUNYOO,General,yes
BINKONALOORI CHPS COMPOUND,Northern Region,CHPS Compound,overnment,BINKOLI,General,yes
BOFOYILI CHPS,Northern Region,CHPS Compound,overnment,BOFOYLI  P. O. BOX 8,General,yes
BOI KOFI PADMORE CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,GUSHIEGU,Pharmacy,yes
BOLE DISTRICT HOSPITAL,Northern Region,Primary Hospital,overnment,BOLE,General,yes
BOLE HEALTH CENTRE,Northern Region,Health Centre,overnment,BOLE,General,yes
BRUHAM CLINIC,Northern Region,Clinic,rivate,SAVELUGU,General,yes
BUIPE HEALTH CENTRE,Northern Region,Health Centre,overnment,BUIPE,General,yes
BUMBRUNGA CHPS COMPOUND,Northern Region,CHPS Compound,overnment,SABOBA,General,yes
BUNBONG HEALTH CENTRE,Northern Region,Health Centre,overnment,YENDI- TAMALE ROAD,General,yes
BUNGAI CHPS COMPOUND,Northern Region,CHPS Compound,overnment,BUNGAI,General,yes
BUNKPURUGU HEALTH CENTRE,Northern Region,Health Centre,overnment,YUNYOO,General,yes
BUSUNU HEALTH CENTER,Northern Region,Health Centre,overnment,BUSUNU  BOX 7 DAMONGO,General,yes
BUSUNU HEALTH CENTRE,Northern Region,Health Centre,overnment,BUSUNU,General,yes
CARPENTER CHPS ZONE,Northern Region,CHPS Compound,overnment,BOLE,General,yes
CATHOLIC PRIMARY HEALTH CARE,Northern Region,Health Centre,ission,KALBA,General,yes
CHARMALT PHARMACY,Northern Region,Pharmacy,rivate,TAMALE,Pharmacy,yes
CHEEREPONI GOVERNMENT HOSPITAL,Northern Region,primary hospital,overnment,CHEREPONI  P.O BOX 16 CHEREPONI,General,yes
CHEREPONI HEALTH CENTRE,Northern Region,Health Centre,overnment,SABOBA,General,yes
CHIBRINYO CHPS ZONE,Northern Region,CHPS Compound,overnment,BOLE,General,yes
CHOGGU HEALTH CENTRE,Northern Region,Health Centre,overnment,CHOGGU LOW COST,General,yes
CHURCH OF CHRIST CLINIC,Northern Region,Health Centre,ission,YENDI-GUSHIEGU ROAD,General,yes
COSMOS LAMANI CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,YENDI  NGANI,Pharmacy,yes
DABOGNI CHPS ZONE,Northern Region,CHPS Compound,overnment,DAGBONI,General,yes
DAKPAM CHPS COMPOUND,Northern Region,CHPS Compound,overnment,BIMBILLA,General,yes
DAKURPE CHPS COMPOUND,Northern Region,CHPS Compound,overnment,BOLE,General,yes
DALUN HEALTH CENTRE,Northern Region,Health Centre,overnment,KUMBUNGU,General,yes
DAMANKUNG CHPS COMPOUND,Northern Region,CHPS Compound,overnment,GUSHEGU,General,yes
DAMONGO HEALTH CENTRE,Northern Region,Health Centre,overnment,DAMONGO,General,yes
DATOLI LICENSED CHEMICALS,Northern Region,Chemical Shop,rivate,SAVELUGU,Pharmacy,yes
DEAHAS MATERNITY HOME,Northern Region,Maternity Home,rivate,TAMALE,Antenatal  Post-natal,yes
DEMONG CHPS ZONE,Northern Region,CHPS Compound,overnment,SABOBA,General,yes
DIARE HEALTH CENTRE,Northern Region,Health Centre,overnment,DIARE,General,yes
DIPALE CHPS ZONE,Northern Region,CHPS Compound,overnment,DIPALE,General,yes
DOKULOKU PHARMACY,Northern Region,Pharmacy,rivate,TAMALE,Pharmacy,yes
DONALD RICHARD MEMORIAL HEALTH CENTRE,Northern Region,Health Centre,ission,SAWLA,General,yes
E P WAPULI HEALTH CENTRE,Northern Region,Health Centre,ission,SABOBA,General,yes
ETHICAL PHARMACEUTICALS LTD,Northern Region,Pharmacy,rivate,TAMALE,Pharmacy,yes
EVERGREEN MATERNITY HOME,Northern Region,Maternity Home,rivate,SAWLA,Antenatal  Post-natal,yes
FAME CLINIC (CHPS),Northern Region,Health Centre,ission,TATINDO,General,yes
FRANCIS A KONADU LICENSE CHEMICAL,Northern Region,Chemical Shop,rivate,SALAGA,Pharmacy,yes
FRANKLINA ASANTE CHEMICALS,Northern Region,Chemical Shop,rivate,BIMBILLA,Pharmacy,yes
FRIENDS MAT/ CLINIC,Northern Region,Clinic,rivate,SAWLA,General,yes
FULERA MATERNITY HOME,Northern Region,Maternity Home,rivate,TAMALE,Antenatal  Post-natal,yes
FUSEINI MOHAMMED ALIDU CHEMICALS,Northern Region,Chemical Shop,rivate,BIMBILLA,Pharmacy,yes
GALWEI CHPS COMPOUND,Northern Region,CHPS Compound,overnment,GUSHEGU,General,yes
GAMBAGA HEALTH CENTRE,Northern Region,Health Centre,overnment,GAMBAGA,General,yes
GARINKUKA CHPS,Northern Region,CHPS Compound,overnment,SABOBA,General,yes
GARIZEGU CHPS ZONE,Northern Region,CHPS Compound,overnment,GARIZEGU,General,yes
GBALAHAGU CHPS,Northern Region,CHPS Compound,overnment,GBULAHIGU,General,yes
GBANGBANPONG CHPS ZONE,Northern Region,CHPS Compound,overnment,GBANGBANPONG,General,yes
GBEO CHPS ZONE,Northern Region,CHPS Compound,overnment,WALEWALE,General,yes
GBINGBANI HEALTH CENTRE,Northern Region,Health Centre,overnment,GBANGBINI,General,yes
GBINTIRI HEALTH CENTER,Northern Region,Health Centre,overnment,GBINTITI TOWN CENTRE  BOX DHA 2,General,yes
GBINTIRI HEALTH CENTRE,Northern Region,Health Centre,overnment,GBINTIRI,General,yes
GBULLUNG CLINIC,Northern Region,CHPS Compound,overnment,TOLON,General,yes
GINAPHARMA LIMITED,Northern Region,Pharmacy,rivate,CHOGGU,Pharmacy,yes
GINDABO HEALTH CENTRE,Northern Region,Health Centre,overnment,GINDABO,General,yes
GOD FIRST MATERNITY HOME,Northern Region,Maternity Home,rivate,TAMALE,Antenatal  Post-natal,yes
GOLDEN HEART DIAGNOSTIC IMAGING,Northern Region,Diagnostic Centre,rivate,AYANA COMPLEX HOSPITAL ROAD  C/O TAMALE TEACHING HOSPITAL  BOX 16,Diagnostic,yes
GOLDEN JUBILEE CHPS CENTRE,Northern Region,CHPS Compound,overnment,YENDI,General,yes
GOOD SHEPHERD HEALTH CENTER,Northern Region,Health Centre,ission,TUNA,General,yes
GOOD START SCAN CENTER,Northern Region,Clinic SCAN,rivate,ZOGBELI-NYANKPALA  BOX 1814 TAMALE,General  Scan,yes
GOOD START ULTRASONOGRAPHY,Northern Region,Clinic,rivate,TAMALE,General,yes
GORSMAY PHARMACY,Northern Region,Pharmacy,rivate,SAVELUGU,Pharmacy,yes
GRUPE CHPS,Northern Region,CHPS Compound,overnment,GRUPE  BOX 7 DAMONGO,General,yes
GULBI QUARTERS CLINIC,Northern Region,Health Centre,overnment,GULBI QUARTERS,General,yes
GUSHIEGU DISTRICT HOSPITAL,Northern Region,Primary Hospital,overnment,GUSHEGU,General,yes
GUSHIEGU RCH CLINIC,Northern Region,CHPS Compound,overnment,GUSHEGU,General,yes
HAJ ADAMS CLINIC,Northern Region,Clinic,rivate,TAMALE,General,yes
HAJIA BALCHISU SALIFU CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,TAMALE,Pharmacy,yes
HAMMOND K BRUCE(BRUHAM) CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,SAVELUGU,Pharmacy,yes
HEALTH NEEDS CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,YENDI,Pharmacy,yes
HOLY CROSS CLINIC,Northern Region,Health Centre,ission,KALBA,General,yes
IDDRISU MOHAMMED CHEMICALS,Northern Region,Chemical Shop,rivate,BIMBILLA,Pharmacy,yes
ILIASU YUSIF LICENSED CHEMICAL SHOP (ILBAS),Northern Region,Chemical Shop,rivate,BOKUDURI  P.O. BOX 16 WALEWALE,Pharmacy,yes
ISAAC DRAMANI ENTERPRISE,Northern Region,Chemical Shop,rivate,SAWLA,Pharmacy,yes
J.A MAHAMAH CHEMICALS,Northern Region,Chemical Shop,rivate,SALAGA,Pharmacy,yes
JAMA HEALTH CENTER,Northern Region,Health Centre,overnment,BOLE,General,yes
JAMES BROWN CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,BUNKPURUGU,Pharmacy,yes
JAMES N. BIDEN CHEMICALS,Northern Region,Chemical Shop,rivate,MAKAYILI,Pharmacy,yes
JAMES YAW WORWUIE CHEMICAL SHOP,Northern Region,Chemical Shop,rivate,BUIPE,Pharmacy,yes
JANGA HEALTH CENTRE,Northern Region,Health Centre,overnment,WALEWALE,General,yes
JANJORI KUKUO HEALTH CENTRE,Northern Region,Health Centre,overnment,JANJORI KU-KUO,General,yes
JANTONG CHPS COMPOUND,Northern Region,CHPS Compound,overnment,JANTONG,General,yes
